,,,ISO-3 Code,AFG,ALB,DZA,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,FSM,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,LCA,VCT,WSM,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TON,TTO,TUN,TUR,TKM,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,,,
"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,Otitis media,,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,,,4.5,0.0,0.9,5.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,1.6,0.0,0.5,0.0,0.1,1.4,0.0,0.0,2.6,3.0,0.5,4.9,0.0,0.0,1.5,5.1,0.1,4.7,0.6,0.1,0.6,0.0,7.0,0.0,0.0,0.0,0.0,0.3,16.0,0.0,0.1,0.1,0.2,0.8,0.0,0.1,0.7,0.0,13.7,0.0,0.0,0.1,0.1,0.5,0.0,0.0,2.8,0.0,0.0,0.4,3.2,0.3,0.0,1.1,0.2,0.0,0.0,43.1,9.6,0.2,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,7.8,0.0,0.0,0.1,0.5,0.0,0.0,0.3,1.2,0.0,0.0,0.0,3.1,3.1,0.2,0.0,4.4,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.5,6.1,1.4,0.2,1.2,0.0,0.0,0.2,4.5,63.9,0.0,0.0,8.9,0.1,0.5,0.3,0.5,2.9,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.0,2.6,0.0,0.0,0.0,0.0,3.3,1.5,3.6,0.0,0.1,3.9,0.0,0.1,0.0,0.0,0.3,0.1,0.2,0.0,0.1,0.9,0.0,0.0,0.1,0.2,0.0,4.7,0.1,0.0,0.1,10.1,0.6,0.0,0.3,0.0,0.7,0.8,3.2,1.5,2.3,,,
"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,,,35.1,0.2,11.7,50.9,0.0,3.7,0.2,0.5,0.1,3.4,0.0,0.0,59.8,0.0,0.2,0.2,0.1,11.5,0.2,4.1,0.1,1.1,24.1,0.0,0.3,17.1,12.2,4.3,19.9,0.8,0.1,6.2,21.8,0.7,68.8,4.8,0.8,2.5,0.3,27.9,0.1,0.2,0.0,0.2,4.0,87.9,0.1,0.6,3.6,2.7,27.9,0.7,0.8,2.6,0.0,71.5,0.1,0.0,1.4,1.0,2.2,0.3,1.1,22.2,0.2,0.0,4.8,12.8,2.2,0.3,6.2,1.4,0.3,0.0,602.6,59.2,9.8,17.8,0.1,0.3,0.8,0.3,0.6,1.8,2.1,27.7,0.1,0.2,1.5,4.6,0.1,0.4,1.9,3.3,0.6,0.1,0.0,13.6,12.6,1.6,0.0,24.9,0.0,4.4,0.1,12.2,0.0,0.6,0.0,10.3,26.2,20.4,1.1,9.9,0.3,0.1,0.9,24.1,216.7,0.1,0.4,215.8,0.5,4.4,1.1,3.6,24.4,0.8,0.1,0.1,0.7,0.3,0.6,7.1,5.4,0.0,0.0,0.0,0.1,4.0,10.5,0.4,0.0,7.4,0.0,0.2,0.0,0.2,15.3,11.4,13.5,0.8,1.2,34.8,0.1,0.5,0.1,0.1,2.2,4.6,3.5,0.1,1.0,6.0,0.0,0.2,1.4,7.9,2.3,26.5,1.7,0.3,1.5,33.9,10.6,0.2,11.7,0.1,4.1,12.9,15.2,12.0,11.8,,,
"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,Preterm birth complications,,13.7,0.1,5.3,21.2,0.0,2.4,0.1,0.2,0.1,1.8,0.0,0.0,23.6,0.0,0.1,0.1,0.0,4.8,0.1,1.8,0.1,0.5,9.9,0.0,0.2,6.8,4.8,1.7,7.4,0.5,0.1,2.3,8.4,0.5,33.2,2.5,0.4,1.1,0.2,11.0,0.0,0.1,0.0,0.1,2.0,38.2,0.1,0.3,1.8,1.5,15.8,0.4,0.3,0.8,0.0,23.1,0.1,0.0,0.6,0.5,0.8,0.2,0.7,8.2,0.2,0.0,1.8,4.2,0.8,0.1,2.4,0.7,0.2,0.0,329.9,27.8,4.7,8.3,0.1,0.1,0.4,0.2,0.2,1.0,1.0,9.7,0.0,0.2,0.7,1.6,0.0,0.2,0.8,1.2,0.4,0.0,0.0,5.1,5.3,0.9,0.0,9.2,0.0,2.1,0.1,6.3,0.0,0.3,0.0,4.6,10.0,9.2,0.5,4.0,0.2,0.1,0.5,9.4,87.3,0.0,0.2,101.7,0.2,1.8,0.6,2.1,11.0,0.7,0.1,0.1,0.5,0.1,0.5,4.5,2.1,0.0,0.0,0.0,0.0,2.3,3.9,0.3,0.0,2.8,0.0,0.1,0.0,0.1,5.0,5.1,4.6,0.4,0.7,12.2,0.1,0.2,0.1,0.1,1.1,1.9,2.2,0.1,0.3,2.2,0.0,0.1,0.8,4.9,1.0,9.8,1.1,0.2,1.2,11.5,6.7,0.1,5.3,0.0,2.2,7.9,6.4,4.2,5.4,,,
"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,Birth asphyxia and birth trauma,,10.3,0.0,3.3,18.4,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,3.5,0.0,1.4,0.0,0.3,4.9,0.0,0.1,5.5,4.4,1.3,7.7,0.2,0.0,2.5,8.6,0.1,25.9,0.7,0.2,0.8,0.1,9.2,0.0,0.0,0.0,0.0,1.1,30.3,0.0,0.2,1.0,0.5,7.0,0.1,0.3,1.0,0.0,29.0,0.0,0.0,0.3,0.3,0.8,0.1,0.2,7.8,0.0,0.0,1.7,5.0,0.9,0.1,2.0,0.3,0.0,0.0,137.7,17.8,2.6,5.4,0.0,0.0,0.1,0.1,0.1,0.3,0.7,11.4,0.0,0.0,0.5,1.7,0.0,0.1,0.7,1.1,0.1,0.0,0.0,5.1,4.1,0.3,0.0,8.7,0.0,1.1,0.0,2.3,0.0,0.2,0.0,2.8,8.8,6.6,0.3,3.0,0.1,0.0,0.2,8.1,81.4,0.0,0.1,55.9,0.1,1.5,0.2,0.8,7.4,0.1,0.0,0.0,0.1,0.1,0.1,1.4,1.9,0.0,0.0,0.0,0.0,0.8,3.4,0.1,0.0,2.4,0.0,0.0,0.0,0.1,7.6,3.0,6.4,0.2,0.3,12.0,0.0,0.2,0.0,0.0,0.5,1.6,0.7,0.0,0.4,2.2,0.0,0.0,0.3,1.0,0.7,9.7,0.3,0.1,0.2,12.9,1.1,0.0,3.6,0.0,0.8,2.7,4.7,4.7,4.1,,,
"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,Neonatal sepsis and infections,,6.6,0.0,2.1,8.5,.,0.5,0.0,0.0,0.0,0.5,0.0,0.0,14.8,0.0,0.0,0.0,0.0,2.6,0.0,0.6,0.0,0.2,4.1,0.0,0.0,4.1,2.2,0.9,3.8,0.1,0.0,1.1,3.8,0.1,5.3,0.9,0.1,0.4,0.0,6.4,0.0,0.0,0.0,0.0,0.6,15.1,0.0,0.1,0.6,0.4,1.9,0.1,0.1,0.6,0.0,16.2,0.0,0.0,0.1,0.2,0.5,0.0,0.1,4.9,0.0,0.0,1.0,3.0,0.5,0.1,1.2,0.3,0.0,0.0,94.6,9.6,1.7,2.8,0.0,0.0,0.1,0.0,0.1,0.2,0.3,5.3,0.0,0.0,0.2,0.9,0.0,0.0,0.3,0.8,0.1,0.0,0.0,2.8,2.5,0.1,0.0,6.1,0.0,0.9,0.0,2.5,0.0,0.1,0.0,2.1,6.0,3.3,0.2,2.3,0.0,0.0,0.1,5.2,39.4,0.0,0.0,42.1,0.1,0.8,0.2,0.5,3.9,0.0,0.0,0.0,0.0,0.1,0.0,0.6,1.1,0.0,0.0,0.0,0.0,0.3,2.7,0.0,0.0,1.7,0.0,0.0,0.0,0.0,2.1,1.6,1.9,0.1,0.1,7.7,0.0,0.1,0.0,0.0,0.2,0.8,0.3,0.0,0.2,1.3,0.0,0.0,0.1,0.7,0.3,5.4,0.1,0.0,0.0,7.6,0.6,0.0,1.7,0.0,0.9,1.4,2.9,2.4,1.8,,,
"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,Other neonatal conditions,,4.4,0.0,0.9,2.9,0.0,0.4,0.0,0.1,0.0,0.2,0.0,0.0,3.6,0.0,0.0,0.1,0.0,0.6,0.0,0.3,0.0,0.1,5.3,0.0,0.0,0.7,0.7,0.3,1.1,0.1,0.0,0.3,1.0,0.1,4.4,0.7,0.0,0.1,0.0,1.4,0.0,0.0,0.0,0.0,0.2,4.3,0.0,0.0,0.2,0.2,3.3,0.1,0.1,0.1,0.0,3.3,0.0,0.0,0.4,0.1,0.1,0.0,0.2,1.4,0.0,0.0,0.3,0.6,0.1,0.0,0.6,0.2,0.0,0.0,40.4,4.0,0.8,1.3,0.0,0.1,0.2,0.1,0.1,0.2,0.2,1.3,0.0,0.0,0.1,0.4,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.7,0.7,0.2,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.7,1.3,1.4,0.1,0.7,0.1,0.0,0.1,1.4,8.5,0.0,0.1,16.1,0.0,0.3,0.1,0.3,2.1,0.0,0.0,0.0,0.1,0.0,0.1,0.7,0.3,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7,1.7,0.6,0.2,0.3,2.9,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.1,0.3,0.0,0.0,0.2,1.3,0.2,1.6,0.1,0.0,0.1,1.9,2.2,0.0,1.2,0.0,0.2,0.9,1.2,0.7,0.5,,,
"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,,,1.7,0.0,1.1,14.6,0.0,1.4,0.0,0.3,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.4,0.0,3.8,0.0,1.1,0.0,0.1,10.9,0.0,0.0,6.0,5.2,0.3,5.2,0.6,0.0,2.2,6.0,0.7,13.3,2.3,0.2,0.7,0.0,5.9,0.0,0.1,0.0,0.3,0.3,30.5,0.1,0.2,0.2,1.1,0.8,0.3,0.2,1.2,0.0,15.8,0.0,0.0,4.4,0.2,0.5,0.0,1.0,4.1,0.0,0.0,2.7,2.6,0.3,0.1,1.4,0.3,0.1,0.0,74.5,18.4,0.5,0.4,0.0,0.2,2.2,0.1,3.2,0.0,0.2,8.8,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.6,0.0,0.0,0.0,4.9,4.5,0.1,0.0,7.2,0.0,0.7,0.1,11.1,0.0,0.0,0.0,0.3,4.5,1.8,0.2,0.7,0.3,0.0,0.2,7.4,44.6,0.2,0.0,7.4,0.2,0.4,0.3,1.9,7.1,0.1,0.3,0.0,0.5,0.0,0.1,0.0,2.2,0.0,0.0,0.0,0.0,0.1,1.6,0.1,0.0,2.5,0.0,0.0,0.0,0.0,5.7,3.2,3.8,1.0,0.2,1.7,0.0,0.2,0.2,0.1,0.2,0.2,0.5,0.0,0.0,1.4,0.0,0.1,0.1,0.9,0.0,7.4,0.0,0.0,0.3,11.2,6.9,0.2,0.3,0.0,0.6,0.2,0.5,3.9,4.6,,,
"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Protein-energy malnutrition,,1.6,0.0,1.0,11.0,0.0,1.3,0.0,0.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.0,3.5,0.0,1.1,0.0,0.1,7.9,0.0,0.0,5.1,3.7,0.2,4.8,0.2,0.0,1.5,5.6,0.6,10.5,2.0,0.1,0.4,0.0,5.2,0.0,0.0,0.0,0.2,0.3,22.5,0.0,0.1,0.2,0.7,0.7,0.3,0.1,0.7,0.0,9.1,0.0,0.0,3.4,0.1,0.4,0.0,0.2,3.6,0.0,0.0,2.2,2.4,0.3,0.0,1.3,0.3,0.0,0.0,52.3,17.9,0.2,0.3,0.0,0.0,0.5,0.0,1.9,0.0,0.1,5.4,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.6,0.0,0.0,0.0,2.9,3.1,0.0,0.0,6.4,0.0,0.6,0.0,8.0,0.0,0.0,0.0,0.2,2.5,1.2,0.2,0.5,0.0,0.0,0.2,7.1,40.6,0.1,0.0,5.5,0.1,0.3,0.2,1.7,3.6,0.1,0.1,0.0,0.1,0.0,0.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,2.3,0.0,0.0,0.0,0.0,4.2,2.9,2.4,0.2,0.2,1.4,0.0,0.2,0.1,0.1,0.1,0.2,0.4,0.0,0.0,1.3,0.0,0.0,0.1,0.7,0.0,5.1,0.0,0.0,0.1,6.2,3.6,0.1,0.0,0.0,0.5,0.0,0.4,2.6,4.4,,,
"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Iodine deficiency,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Vitamin A deficiency,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Iron-deficiency anaemia,,0.0,0.0,0.1,3.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.8,1.4,0.0,0.3,0.3,0.0,0.6,0.3,0.1,0.2,0.2,0.1,0.2,0.0,0.6,0.0,0.1,0.0,0.0,0.0,7.6,0.1,0.1,0.0,0.3,0.0,0.0,0.1,0.5,0.0,5.9,0.0,0.0,0.9,0.1,0.0,0.0,0.7,0.4,0.0,0.0,0.3,0.2,0.0,0.1,0.0,0.0,0.1,0.0,8.9,0.1,0.2,0.0,0.0,0.2,1.4,0.1,0.9,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.8,1.3,0.0,0.0,0.7,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,1.9,0.4,0.0,0.0,0.2,0.0,0.0,0.3,3.4,0.1,0.0,0.4,0.1,0.1,0.0,0.0,2.8,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.3,0.2,1.2,0.6,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.2,4.7,3.1,0.1,0.1,0.0,0.1,0.0,0.0,1.2,0.1,,,
"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Other nutritional deficiencies,,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,2.4,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,.,12.8,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.2,0.1,0.0,0.0,0.1,0.4,0.0,0.0,1.4,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,,
Noncommunicable diseases,,,,110.4,20.2,144.6,93.9,0.4,268.1,27.4,137.0,72.9,57.9,1.8,2.7,580.3,2.6,114.9,94.3,1.4,36.8,3.3,44.6,37.0,6.7,928.2,1.2,101.6,51.6,32.5,57.4,83.9,219.4,1.9,19.9,45.0,87.9,8792.0,178.9,2.4,12.8,19.0,102.3,50.2,78.9,7.4,99.9,188.7,218.0,45.0,3.1,42.9,59.1,476.3,28.9,3.4,13.5,13.9,284.6,5.3,48.8,487.1,6.3,5.4,46.2,800.8,101.6,113.4,0.7,49.5,38.8,5.6,4.3,51.2,21.5,116.1,1.8,5816.5,1339.5,291.5,104.6,27.1,36.7,573.3,15.0,1071.7,22.6,123.8,106.0,0.5,7.4,30.5,26.0,26.6,32.4,7.9,11.8,24.4,38.0,3.3,68.3,48.0,107.5,0.9,54.7,3.0,11.7,8.4,493.0,0.5,15.4,6.1,151.3,90.8,297.2,6.7,121.7,130.8,27.4,22.2,46.6,570.5,35.3,8.4,775.0,14.6,32.3,26.1,113.7,458.0,350.5,90.3,2.2,220.4,39.9,241.2,1719.0,31.9,1.1,0.7,0.8,0.6,76.4,37.5,99.9,0.6,28.0,20.4,45.3,17.5,2.1,29.8,260.6,35.9,363.9,113.6,151.0,2.9,4.6,80.9,58.5,68.9,29.8,393.6,19.2,3.9,23.5,0.5,10.5,62.1,392.8,32.0,100.9,605.1,11.6,513.1,142.5,2342.8,27.5,149.0,0.9,119.7,411.9,97.6,37.7,40.5,,,
Noncommunicable diseases,Malignant neoplasms,,,17.8,5.1,24.3,8.2,0.1,71.1,8.0,44.5,21.0,9.9,0.4,0.4,96.1,0.7,19.9,29.2,0.2,3.8,0.4,7.7,7.1,1.0,223.4,0.3,18.2,7.2,6.6,12.4,11.0,76.8,0.2,2.3,5.3,25.8,2309.6,46.8,0.4,1.7,5.4,10.0,14.1,24.0,2.0,27.2,41.4,38.7,16.3,0.5,10.2,13.7,76.6,6.4,0.4,2.6,3.8,49.7,0.7,12.2,172.0,0.7,0.5,7.3,233.3,11.7,29.8,0.2,8.7,4.7,0.7,0.5,6.6,5.3,32.6,0.6,773.3,213.9,57.7,19.6,8.8,11.7,174.0,3.5,394.6,4.3,32.1,31.3,0.1,0.9,4.0,5.2,6.2,5.7,1.2,1.8,3.9,8.7,1.0,15.1,13.8,24.0,0.2,7.6,0.9,1.5,1.2,77.0,0.1,3.8,1.4,25.1,22.7,53.4,0.9,16.7,45.9,8.8,4.0,5.4,79.4,11.4,1.1,112.0,3.4,7.2,5.6,28.2,68.4,96.1,28.0,0.6,83.5,6.4,51.6,352.7,8.5,0.3,0.2,0.1,0.1,10.8,5.7,24.0,0.1,2.3,8.3,14.2,6.3,0.3,5.9,59.6,7.8,110.0,19.5,16.9,0.6,0.7,23.1,17.6,14.1,4.2,94.6,4.1,0.8,3.1,0.1,1.9,8.1,103.7,4.4,24.9,98.2,1.6,166.1,27.2,603.0,8.5,14.8,0.1,27.8,101.3,9.6,8.0,8.6,,,
Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,,1.2,0.1,0.9,0.3,0.0,1.0,0.1,0.9,0.6,0.2,0.0,0.0,15.0,0.0,1.0,0.7,0.0,0.1,0.0,0.2,0.1,0.0,9.2,0.0,0.6,0.2,0.4,0.7,0.8,1.3,0.0,0.1,0.3,0.3,38.6,0.8,0.0,0.0,0.1,0.2,0.4,0.8,0.0,0.8,0.5,1.5,0.4,0.0,0.4,0.1,1.3,0.1,0.0,0.1,0.1,1.3,0.0,0.2,4.6,0.0,0.0,0.2,6.1,0.4,0.3,0.0,0.1,0.1,0.0,0.0,0.1,0.1,1.5,0.0,94.4,12.0,0.9,0.4,0.2,0.1,3.1,0.0,8.0,0.1,0.8,1.6,0.0,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.3,0.0,1.0,0.2,1.1,0.0,0.2,0.0,0.0,0.1,1.3,0.0,0.1,0.0,0.9,1.0,4.9,0.1,1.3,0.7,0.1,0.0,0.2,1.9,0.1,0.0,11.0,0.1,0.8,0.1,0.3,3.3,2.5,0.8,0.0,1.2,0.3,2.3,12.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.6,0.0,0.1,0.3,0.7,0.2,0.0,0.2,1.6,0.3,2.6,1.8,1.2,0.0,0.0,0.4,0.5,0.3,0.1,4.3,0.1,0.1,0.1,0.0,0.0,0.3,1.3,0.2,0.8,4.5,0.1,2.9,1.7,10.5,0.2,0.7,0.0,0.6,4.7,0.4,0.2,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Lip and oral cavity,0.9,0.1,0.2,0.2,0.0,0.7,0.0,0.5,0.3,0.1,0.0,0.0,6.1,0.0,0.6,0.3,0.0,0.1,0.0,0.1,0.0,0.0,4.6,0.0,0.3,0.1,0.2,0.4,0.2,0.7,0.0,0.1,0.1,0.2,12.2,0.5,0.0,0.0,0.0,0.1,0.2,0.4,0.0,0.5,0.2,0.8,0.2,0.0,0.1,0.1,0.7,0.0,0.0,0.1,0.1,0.9,0.0,0.1,2.1,0.0,0.0,0.1,2.8,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,55.9,2.4,0.5,0.2,0.1,0.1,1.8,0.0,4.4,0.0,0.4,0.7,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.3,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.7,1.9,0.0,0.7,0.4,0.1,0.0,0.1,0.9,0.1,0.0,8.0,0.0,0.7,0.0,0.2,1.1,1.4,0.4,0.0,0.6,0.1,1.0,7.5,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.9,0.2,1.4,0.9,0.5,0.0,0.0,0.2,0.2,0.1,0.1,2.2,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.1,0.4,2.7,0.0,1.7,1.0,5.4,0.1,0.3,0.0,0.3,0.8,0.2,0.1,0.1,,,
